specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
H2,11814, ionization;dissociation,HDI, E, CS, H2,1, Ar,0,, H0;H+;Ar+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H0+H++Ar+
H2,11815, ionization;dissociation,HDI, E, CS, H2,1, Ar,0,, H0;H+;Ar2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H0+H++Ar2+
H2,11816, ionization;dissociation,HDI, E, CS, H2,1, Ar,0,, H0;H+;Ar3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H0+H++Ar3+
H2,11817, ionization;dissociation,HDI, E, CS, H2,1, Ar,0,, H0;H+;Ar4+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H0+H++Ar4+
H2,11818, ionization;dissociation,HDI, E, CS, H2,1, Kr,0,, H0;H+;Kr+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H0+H++Kr+
H2,11819, ionization;dissociation,HDI, E, CS, H2,1, Kr,0,, H0;H+;Kr2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H0+H++Kr2+
H2,11820, ionization;dissociation,HDI, E, CS, H2,1, Kr,0,, H0;H+;Kr3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H0+H++Kr3+
H2,11821, ionization;dissociation,HDI, E, CS, H2,1, Kr,0,, H0;H+;Kr4+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H0+H++Kr4+
H2,11822, ionization;dissociation,HDI, E, CS, H2,1, Kr,0,, H0;H+;Kr5+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H0+H++Kr5+
H2,11823, ionization;dissociation,HDI, E, CS, H2,1, Xe,0,, H0;H+;Xe+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H0+H++Xe+
H2,11824, ionization;dissociation,HDI, E, CS, H2,1, Xe,0,, H0;H+;Xe2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H0+H++Xe2+
H2,11825, ionization;dissociation,HDI, E, CS, H2,1, Xe,0,, H0;H+;Xe3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H0+H++Xe3+
H2,11826, ionization;dissociation,HDI, E, CS, H2,1, Xe,0,, H0;H+;Xe4+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H0+H++Xe4+
H2,11827, ionization;dissociation,HDI, E, CS, H2,1, Xe,0,, H0;H+;Xe5+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H0+H++Xe5+
H2,11828, Dissociative capture,HDS, E, CS, H2,1, Ar,0,, H0;H0;Ar+, eV, cm2,2.00E+305, Martinez### H.$Yousif### F.B., Collision-induced dissociation and disociative capture of H\2+ in Ar and Kr, Phys. Rev. A,69,62701,2004, H2+ + Ar --> H0+H0+Ar+
H2,11829, Dissociative capture,, E, CS, H2,1, Kr,0,, H0;H0;Kr+, eV, cm2,2.00E+305, Martinez### H.$Yousif### F.B., Collision-induced dissociation and disociative capture of H\2+ in Ar and Kr, Phys. Rev. A,69,62701,2004, H2+ + Kr --> H0+H0+Kr+
H3,10247, charge transfer,HCX, E, CS, H3,1, NH3,0,, H3, eV, cm2, 1968C348, Koopman### D.W., Charge Exchenge in CH4 and NH3, J. Chem. Phys.,49,5203,1968, H3+ + NH3 --> H3
H3,10472, dissociation,HDS, V, CS, H3,1, H2,0,, H+, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> H+
H3,10473, dissociation,HDS, V, CS, H3,1, H2,0,, H2+, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> H2+
H3,10474, charge transfer,HCX, V, CS, H3,1, H2,0,, H, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> H
H3,10475, charge transfer,HCX, V, CS, H3,1, H2,0,, H2, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> H2
H3,10476, excitaton;emission;dissociation,HEX, V, CS, H3,1, H2,0,,, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> (Ly-¦Á emission)
H3,10477, excitaton;emission;dissociation,HEX, V, CS, H3,1, H2,0,,, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> (H-¦Á emission)
H3,10478, ionization,HIN, V, CS, H3,1, H2,0,, e, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> e(total)
H3,10479, momentum transfer,, V, CS, H3,1, H2,0,,, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> (momentum transfer)
H3,10506, charge transfer,HCX, V, CS, H3,1, H2,0,, H3+, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H3+ + H2 --> H3+
H3,10514, charge transfer,HCX, E, CS, H3,1, H2O,0,, H3, eV, cm2, 1970C369, Dagnac### R.$Blanc### D.$Molina### D., A study on the collision of hydorogen ions H1+### H2+ and H3+ with a water-vapour target, J. Phys. B,3,1239,1970, H3+ + H2O --> H3
H3,10517, charge transfer,HCX, E, CS, H3,0, H2O,0,, H3+, eV, cm2, 1970C369, Dagnac### R.$Blanc### D.$Molina### D., A study on the collision of hydorogen ions H1+### H2+ and H3+ with a water-vapour target, J. Phys. B,3,1239,1970, H3 + H2O --> H3+
H3,10661, dissociation,HDS, V, CS, H3,1, H2,0,,, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H3+ + H2 --> (total destruction of H3+)
H3,10662, dissociation,HDS, V, CS, H3,1, H2,0,, H+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H3+ + H2 --> H+(total###projectile)
H3,10663, dissociation,HDS, V, CS, H3,1, H2,0,, H2+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H3+ + H2 --> H2+(total###projectile)
H3,10664, dissociation,HDS, V, CS, H3,1, H2,0,, H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H3+ + H2 --> H(total###projectile)
H3,10665, dissociation,HDS, V, CS, H3,1, H2,0,, H2, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H3+ + H2 --> H2(total###projectile)
H3,10666, dissociation,HDS, V, CS, H3,1, He,0,, H+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H3+ + He --> H+(total)
H3,10667, dissociation,HDS, V, CS, H3,1, He,0,, H2+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H3+ + He --> H2+
HD,10672, reactive,HIR, V, CS, HD,1, D2,0,, HD2;D, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HD+ + D2 --> HD2+D
HD,10673, reactive,HIR, V, CS, HD,1, D2,0,, D3;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HD+ + D2 --> D3+H
HD,10674, reactive,HIR, V, CS, HD,1, He,0,, HeH+;D, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HD+ (v=0) + He --> HeH++D
HD,10675, reactive,HIR, V, CS, HD,1, He,0,, HeH+;D, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HD+ (v=1) + He --> HeH++D
HD,10676, reactive,HIR, V, CS, HD,1, He,0,, HeH+;D, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HD+ (v=2) + He --> HeH++D
HD,10677, reactive,HIR, V, CS, HD,1, He,0,, HeH+;D, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HD+ (v=3) + He --> HeH++D
HD,10678, reactive,HIR, V, CS, HD,1, He,0,, HeH+;D, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HD+ (v=4) + He --> HeH++D
He,10027, charge transfer;emission cross section;dissociation,HDC, E, CS, He,1, CH4,0,, H(Ly ¦Á), eV, cm2, 2000T301, Motohashi### K.$Tsurubuchi### S, Emission cross sections for H### C and He produced in He++CH4 collisions, J. Phys. B,33, 5215-5224,2000, He+ + CH4 --> H(Ly ¦Á)
He,10028, charge transfer;emission cross section;dissociation,HDC, E, CS, He,1, CH4,0,, H(Ly ¦Â), eV, cm2, 2000T301, Motohashi### K.$Tsurubuchi### S, Emission cross sections for H### C and He produced in He++CH4 collisions, J. Phys. B,33, 5215-5224,2000, He+ + CH4 --> H(Ly ¦Â)
He,10029, charge transfer;emission cross section;dissociation,HDC, E, CS, He,1, CH4,0,, H(H ¦Á), eV, cm2, 2000T301, Motohashi### K.$Tsurubuchi### S, Emission cross sections for H### C and He produced in He++CH4 collisions, J. Phys. B,33, 5215-5224,2000, He+ + CH4 --> H(H ¦Á)
He,10030, charge transfer;emission cross section;dissociation,HDC, E, CS, He,1, CH4,0,, H(H ¦Â), eV, cm2, 2000T301, Motohashi### K.$Tsurubuchi### S, Emission cross sections for H### C and He produced in He++CH4 collisions, J. Phys. B,33, 5215-5224,2000, He+ + CH4 --> H(H ¦Â)
He,10031, charge transfer;emission cross section;dissociation,HDC, E, CS, He,1, CH4,0,, C(156.1nm), eV, cm2, 2000T301, Motohashi### K.$Tsurubuchi### S, Emission cross sections for H### C and He produced in He++CH4 collisions, J. Phys. B,33, 5215-5224,2000, He+ + CH4 --> C(156.1nm)
He,10032, charge transfer;emission cross section;dissociation,HDC, E, CS, He,1, CH4,0,, C(165.7nm), eV, cm2, 2000T301, Motohashi### K.$Tsurubuchi### S, Emission cross sections for H### C and He produced in He++CH4 collisions, J. Phys. B,33, 5215-5224,2000, He+ + CH4 --> C(165.7nm)
He,10033, charge transfer;emission cross section;dissociation,HDC, E, CS, He,1, CH4,0,, He(58.4nm), eV, cm2, 2000T301, Motohashi### K.$Tsurubuchi### S, Emission cross sections for H### C and He produced in He++CH4 collisions, J. Phys. B,33, 5215-5224,2000, He+ + CH4 --> He(58.4nm)
He,10055, charge transfer,HCX, E, CS, He,1, H2O,0, 1s, He(n=1);H2O+, eV, cm2, 2000C380, Greenwood### J.B.$Chutjian### A.$Smith### S.J., MEASUREMENTS OF ABSOLUTE### SINGLE CHARGE-EXCHANGE CROSS SECTIONS OF H+### He+ AND He2+ WITH H2O AND CO2, Astrophys. J.,529,605,2000, He+ + H2O (1s) --> He(n=1)+H2O+
He,10056, charge transfer,HCX, E, CS, He,2, H2O,0, 1s, He+(n=1);H2O+, eV, cm2, 2000C380, Greenwood### J.B.$Chutjian### A.$Smith### S.J., MEASUREMENTS OF ABSOLUTE### SINGLE CHARGE-EXCHANGE CROSS SECTIONS OF H+### He+ AND He2+ WITH H2O AND CO2, Astrophys. J.,529,605,2000, He2+ + H2O (1s) --> He+(n=1)+H2O+
He,10058, charge transfer,HCX, E, CS, He,1, CO2,0, 1s, He(n=1);CO2+, eV, cm2, 2000C380, Greenwood### J.B.$Chutjian### A.$Smith### S.J., MEASUREMENTS OF ABSOLUTE### SINGLE CHARGE-EXCHANGE CROSS SECTIONS OF H+### He+ AND He2+ WITH H2O AND CO2, Astrophys. J.,529,605,2000, He+ + CO2 (1s) --> He(n=1)+CO2+
He,10059, charge transfer,HCX, E, CS, He,2, CO2,0, 1s, He+(n=1);CO2+, eV, cm2, 2000C380, Greenwood### J.B.$Chutjian### A.$Smith### S.J., MEASUREMENTS OF ABSOLUTE### SINGLE CHARGE-EXCHANGE CROSS SECTIONS OF H+### He+ AND He2+ WITH H2O AND CO2, Astrophys. J.,529,605,2000, He2+ + CO2 (1s) --> He+(n=1)+CO2+
He,10062, charge transfer,HCX, E, CS, He,2, H2,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + H2 --> He
He,10063, charge transfer,HCX, E, CS, He,2, H2,0,, He+, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + H2 --> He+
He,10064, charge transfer,HCX, E, CS, He,1, N2,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He+ + N2 --> He
He,10065, charge transfer,HCX, E, CS, He,2, N2,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + N2 --> He
He,10066, charge transfer,HCX, E, CS, He,2, N2,0,, He+, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + N2 --> He+
He,10067, charge transfer,HCX, E, CS, He,2, O2,0,, He+, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + O2 --> He+
He,10069, charge transfer,HCX, E, CS, He,2, O2,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + O2 --> He
He,10070, charge transfer,HCX, E, CS, He,2, CH4,0,, He+, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + CH4 --> He+
He,10072, charge transfer,HCX, E, CS, He,2, CH4,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + CH4 --> He
He,10073, charge transfer,HCX, E, CS, He,2, C2H6,0,, He+, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + C2H6 --> He+
He,10074, charge transfer,HCX, E, CS, He,1, C2H6,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He+ + C2H6 --> He
He,10075, charge transfer,HCX, E, CS, He,2, C2H6,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + C2H6 --> He
He,10076, charge transfer,HCX, E, CS, He,2, C3H8,0,, He+, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + C3H8 --> He+
He,10077, charge transfer,HCX, E, CS, He,1, C3H8,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He+ + C3H8 --> He
He,10078, charge transfer,HCX, E, CS, He,2, C3H8,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + C3H8 --> He
He,10079, charge transfer,HCX, E, CS, He,2, CO2,0,, He+, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + CO2 --> He+
He,10081, charge transfer,HCX, E, CS, He,2, CO2,0,, He, eV, cm2, 1980C145, Itoh###A. Asari###M. Fukuzawa###F., Charge-changing collisions of 0.7-2.0 MeV helium beams invarious gases. I. electron capture, J.Phys.Soc.Japan,48,943,1980, He2+ + CO2 --> He
He,10206, charge transfer,HCX, E, CS, He,1, CH4,0, 1s, He(n=1:CH4+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + CH4 (1s) --> He(n=1:CH4+
He,10207, charge transfer,HCX, E, CS, He,1, C2H2,0, 1s, He(n=1);C2H2+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + C2H2 (1s) --> He(n=1)+C2H2+
He,10208, charge transfer,HCX, E, CS, He,1, C3H6,0, 1s, He(n=1);C3\H\6+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + C3H6 (1s) --> He(n=1)+C3\H\6+
He,10209, charge transfer,HCX, E, CS, He,1, C4H8,0, 1s, He(n=1);C4H8+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + C4H8 (1s) --> He(n=1)+C4H8+
He,10210, charge transfer,HCX, E, CS, He,1, O2,0, 1s, He(n=1);O2+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + O2 (1s) --> He(n=1)+O2+
He,10211, charge transfer,HCX, E, CS, He,1, CO,0, 1s, He(n=1);CO+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + CO (1s) --> He(n=1)+CO+
He,10212, charge transfer,HCX, E, CS, He,1, CO2,0, 1s, He(n=1);CO2, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + CO2 (1s) --> He(n=1)+CO2
He,10213, charge transfer,HCX, E, CS, He,1, CF4,0, 1s, He(n=1);CF4+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, He+ + CF4 (1s) --> He(n=1)+CF4+
