specie,id_number,categorize,collision_data_categorize,collision_type,collision_process,sub_process,Process,QDB Process,Original X Unit,Original Y Unit,Theory_Experiment_Recommendation,reaction_formula,reference_number,author,title_of_record,journal_name,volume_and_issue_No,page_number,date_of_publication
Ar,B201220579,Collision Processes,Cross Section,Heavy Particle Impact,Charge Transfer,Total,Charge Transfer; Total,HCX, eV, cm2,Experimental Data,H+ + Ar -> H + Ar+,2012001182,E. Horsdal Pedersen### J. P. Giese,Electron capture by fast protons in Ar: Cross sections for capture from the M shell,Phys. Rev. A,41,4831,1990
Ar,B201220581,Collision Processes,Cross Section,Heavy Particle Impact,Attachment,Ion Pair Production,Attachment; Ion Pair Production,, eV, cm2,Experimental Data,Br + Ar -> Br- + Ar+,2012001183,B. Hird### B. M. Elrick### H. Lacasse### J. H. LaCasse### P. Tume,Bromine-rare-gas electron-transfer and electron-loss cross sections at 15-130-keV collision energies,Phys. Rev. A,41,5217,1990
Ar,B201221089,Collision Processes,Cross Section,Heavy Particle Impact,Ionization,Total,Ionization; Total,HIN, eV, cm2,Experimental Data,F- + Ar,2012001250,M. M. Santanna### F. Zappa### A. C. F. Santos### L. F. S. Coelho### W. Wolff### A. L. F. de Barros### N. V. de C. Faria,Multiple ionization of Ar by F- impact: Projectile-electron-loss and direct-ionization collision channels,Phys. Rev. A,74,22701,2006
Ar,B201221288,Collision Processes,Cross Section,Heavy Particle Impact,Detachment,Detachment,Detachment; Detachment,HED, eV, cm2,Experimental Data,H- + Ar -> H + Ar + e,2012001230,T. J. Kvale### J. S. Allen### X. D. Fang### A. Sen### R. Matulioniene,Single-electron detachment cross sections for 5-50-keV H- ions incident on helium### neon###and argon atoms,Phys. Rev. A,51,1351,1995
Ar,B201223874,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Total,Excitation; Total,HEX, eV, cm2,Theoretical Data,Si12+ + Ar,2012001099,U. Tiwari### A. K. Saha### L. C. Tribedi### M. B. Kurup### P. N. Tandon### L. Gulyas,Saturation effect in the excitation of heliumlike Si projectiles in the intermediate velocity range,Phys. Rev. A,58,4494,1998
Ar,B201840629,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,F1+ + Ar -> Ar1+ + F,2018000170,V. G. ANICICH,A SURVEY OF BIMOLECULAR ION-MOLECULE REACTIONS FOR USE IN MODELING THE CHEMISTRY OF PLANETARY ATMOSPHERES### COMETARY COMAE### AND INTERSTELLAR CLOUDS: 1993 SUPPLEMENT,THE ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,84,215,1993
Ar,B201867912,Collision Processes,Cross Section,Heavy Particle Impact,Charge Transfer,Total,Charge Transfer; Total,HCX, eV, cm2,Experimental Data,H1+ + Ar,2018000232,R W Cranage and M W Lucas,Cross sections for charge exchange to continuum levels of protons,J. Phys. B: At. Mol. Opt. Phys.,9,445,1976
Ar,B201868511,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Ne2+(3P) + Ar -> Ar1+ + Ne1+,2018000291,D Smith### N G Adams### E Alge### H Villinger and W Lindinger,Reactions of Ne2+### Ar2+### Kr2+ and Xe2+ with the rare gases at low energies,J. Phys. B: At. Mol. Opt. Phys.,13,2787,1980
Ar,B201868519,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Ar2+(1So) + Ar -> Ar1+ + Ar1+,2018000291,D Smith### N G Adams### E Alge### H Villinger and W Lindinger,Reactions of Ne2+### Ar2+### Kr2+ and Xe2+ with the rare gases at low energies,J. Phys. B: At. Mol. Opt. Phys.,13,2787,1980
Ar,B201868524,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Xe2+(3P) + Ar -> Ar1+ + Xe1+,2018000291,D Smith### N G Adams### E Alge### H Villinger and W Lindinger,Reactions of Ne2+### Ar2+### Kr2+ and Xe2+ with the rare gases at low energies,J. Phys. B: At. Mol. Opt. Phys.,13,2787,1980
Ar,B201868628,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Ar2+(1SO) + Ar -> Ar1+ + Ar1+,2018000296,D. SMITH### D. GRIEF and N.G. ADAMS,SOME REACTIONS OF Ar2+ WITH ATOMS AND MOLECULES AT 300 K,International Journal of Mass Spectrometry and Ion Physics,30,271,1979
Ar,B201868709,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Ne2+ + Ar -> Ar1+,2018000316,A.A. Viggiano### F.C. Fehsenfeld### H. Villinger### E. Alge### W. Lindinger,Reactions of Ne2+ with various atomic and molecular neutral species,International Journal of Mass Spectrometry and Ion Physics,39,1,1981
Ar,B201868830,Collision Processes,Cross Section,Heavy Particle Impact,Scattering,Total,Scattering; Total,, eV, cm2,Experimental Data,Ar1+ + Ar,2018000321,M.S. Kim### M. Rabrenovi### J.H. Beynon,Collision-gas pressure dependence of charge stripping of Ar+· induced by H2### He### CH4### Ar### CO2 and Xe,International Journal of Mass Spectrometry and Ion Physics,56,71,1984
Ar,B201868837,Collision Processes,Cross Section,Heavy Particle Impact,Scattering,Total,Scattering; Total,, eV, cm2,Experimental Data,Ar2+ + Ar,2018000321,M.S. Kim### M. Rabrenovi### J.H. Beynon,Collision-gas pressure dependence of charge stripping of Ar+· induced by H2### He### CH4### Ar### CO2 and Xe,International Journal of Mass Spectrometry and Ion Physics,56,71,1984
Ar,B201869048,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,He2+ + Ar -> He1+ + Ar2+ + e,2018000405,Rainer Johnsen and Manfred A. Biondi,Thermal-energy charge transfer### quenching### and association reactions of doubly charged ions in the rare gases,PHYSICAL REVIEW A,20,87,1979
Ar,B201869051,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Ne2+(3P) + Ar -> Ne1+ + Ar1+,2018000405,Rainer Johnsen and Manfred A. Biondi,Thermal-energy charge transfer### quenching### and association reactions of doubly charged ions in the rare gases,PHYSICAL REVIEW A,20,87,1979
Ar,B201869052,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Ne2+(1D) + Ar -> Ne1+,2018000405,Rainer Johnsen and Manfred A. Biondi,Thermal-energy charge transfer### quenching### and association reactions of doubly charged ions in the rare gases,PHYSICAL REVIEW A,20,87,1979
Ar,B201869053,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Ne2+(1S) + Ar -> Ne1+,2018000405,Rainer Johnsen and Manfred A. Biondi,Thermal-energy charge transfer### quenching### and association reactions of doubly charged ions in the rare gases,PHYSICAL REVIEW A,20,87,1979
Ar,B201869076,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Kr2+(3P### 1D### 1S) + Ar -> Kr1+ + Ar1+,2018000405,Rainer Johnsen and Manfred A. Biondi,Thermal-energy charge transfer### quenching### and association reactions of doubly charged ions in the rare gases,PHYSICAL REVIEW A,20,87,1979
Ar,B201869080,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Xe2+(3P2) + Ar -> Xe1+ + Ar1+,2018000405,Rainer Johnsen and Manfred A. Biondi,Thermal-energy charge transfer### quenching### and association reactions of doubly charged ions in the rare gases,PHYSICAL REVIEW A,20,87,1979
Ar,B201869081,Collision Processes,Rate Coefficient,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, K, cm3/s,Experimental Data,Xe2+ + Ar -> Xe1+ + Ar1+,2018000405,Rainer Johnsen and Manfred A. Biondi,Thermal-energy charge transfer### quenching### and association reactions of doubly charged ions in the rare gases,PHYSICAL REVIEW A,20,87,1979
Ar,B201869565,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,D21+ + Ar -> ArD1+ + D,2018000427,T. W. Shannon and A. G. Harrison,Concurrent Ion—Molecule Reactions. II. Reactions in X—D2 Mixtures,JOURNAL OF CHEMICAL PHYSICS,43,4206,1965
Ar,B201869567,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,D21+ + Ar -> ArD1+ + D,2018000427,T. W. Shannon and A. G. Harrison,Concurrent Ion—Molecule Reactions. II. Reactions in X—D2 Mixtures,JOURNAL OF CHEMICAL PHYSICS,43,4206,1965
Ar,B201869599,Collision Processes,Rate Coefficient,Heavy Particle Impact,Ionization,Single,Ionization; Single,HIN, K, cm3/s,Theoretical Data,He*(n=2###1P) + Ar -> He(n=1###1S) + Ar1+ + e,2018000433,Tsutomu Watanabe and Kanji Katsuura,Ionization of Atoms by Collision with Excited Atoms. II. A Formula without the Rotating‐Atom Approximation,JOURNAL OF CHEMICAL PHYSICS,47,800,1967
Ar,B201869603,Collision Processes,Rate Coefficient,Heavy Particle Impact,Ionization,Single,Ionization; Single,HIN, K, cm3/s,Theoretical Data,Ne*(2p5(2P1/2)3s###1P1) + Ar -> Ne(2p6###1S0) + Ar1+ + e,2018000433,Tsutomu Watanabe and Kanji Katsuura,Ionization of Atoms by Collision with Excited Atoms. II. A Formula without the Rotating‐Atom Approximation,JOURNAL OF CHEMICAL PHYSICS,47,800,1967
Ar,B201869917,Collision Processes,Cross Section,Heavy Particle Impact,Scattering,Total,Scattering; Total,, eV, cm2,Experimental Data,HD1- + Ar,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869920,Collision Processes,Cross Section,Heavy Particle Impact,Scattering,Total,Scattering; Total,, eV, cm2,Experimental Data,D21- + Ar,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869923,Collision Processes,Cross Section,Heavy Particle Impact,Scattering,Total,Scattering; Total,, eV, cm2,Experimental Data,H31- + Ar,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869926,Collision Processes,Cross Section,Heavy Particle Impact,Scattering,Total,Scattering; Total,, eV, cm2,Experimental Data,D31- + Ar,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869928,Collision Processes,Cross Section,Heavy Particle Impact,Scattering,Total,Scattering; Total,, eV, cm2,Experimental Data,D2H1- + Ar,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869932,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,D21- + Ar -> D21+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869935,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,D21- + Ar -> D1+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869938,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,HD1- + Ar -> HD1+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869941,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,HD1- + Ar -> D1+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869944,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,HD1- + Ar -> H1+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869947,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,H31- + Ar -> H31+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869950,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,H31- + Ar -> H21+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201869953,Collision Processes,Cross Section,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, eV, cm2,Experimental Data,H31- + Ar -> H1+,2018000447,Rafael Schnitzer### Robert W. Odom### and Michael Anbar,Collision‐induced formation of positive and negative ions from diatomic and triatomic negative hydrogen ions,JOURNAL OF CHEMICAL PHYSICS,68,1489,1978
Ar,B201878874,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + Ar1+ -> Ar,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
Ar,B201878875,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + Ar2+ -> Ar1+,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
